Column1,Column2,first 500 UK
"[[2], [1, 3, 4]]",0.951501414,0.951501414
"[[2], [1, 3, 4]]",0.951491628,0.951491628
"[[2], [1, 3, 4]]",0.951201017,0.951201017
"[[2], [1, 3, 4]]",0.951087438,
"[[2], [1, 3, 4]]",0.95111237,
"[[2], [1, 3, 4]]",0.951182037,
"[[2], [1, 3, 4]]",0.951277665,
"[[2], [1, 3, 4]]",0.951376709,
"[[2], [1, 3, 4]]",0.951670668,
"[[2], [1, 3, 4]]",0.951885158,
"[[2], [1, 3, 4]]",0.952064439,
"[[2], [1, 3, 4]]",0.952313721,
"[[2], [1, 3, 4]]",0.952513886,
"[[2], [1, 3, 4]]",0.952774269,
"[[2], [1, 3, 4]]",0.953145187,
"[[2], [1, 3, 4]]",0.953758454,
"[[2], [1, 3, 4]]",0.954159487,
"[[2], [1, 3, 4]]",0.954440695,
"[[2], [1, 3, 4]]",0.954789386,
"[[2], [1, 3, 4]]",0.955385442,
"[[2], [1, 3, 4]]",0.95603122,
"[[2], [1, 3, 4]]",0.956450715,
"[[2], [1, 3, 4]]",0.956894198,
"[[2], [1, 3, 4]]",0.957361653,
"[[2], [1, 3, 4]]",0.957760639,
"[[2], [1, 3, 4]]",0.957521367,
"[[1], [2, 3, 4]]",0.896798828,
"[[1], [2, 3, 4]]",0.8832027,
"[[1], [2, 3, 4]]",0.885008942,
"[[1], [2, 3, 4]]",0.88669402,
"[[1], [2, 3, 4]]",0.887331735,
"[[1], [2, 3, 4]]",0.887377672,
"[[1], [2, 3, 4]]",0.887179344,
"[[1], [2, 3, 4]]",0.887029152,
"[[1], [2, 3, 4]]",0.886921582,
"[[1], [2, 3, 4]]",0.886743873,
"[[1], [2, 3, 4]]",0.886549564,
"[[1], [2, 3, 4]]",0.8864096,
"[[1], [2, 3, 4]]",0.886457633,
"[[1], [2, 3, 4]]",0.887467354,
"[[1], [2, 3, 4]]",0.88879269,
"[[1], [2, 3, 4]]",0.889965218,
"[[1], [2, 3, 4]]",0.890958038,
"[[1], [2, 3, 4]]",0.891882314,
"[[1], [2, 3, 4]]",0.892708208,
"[[1], [2, 3, 4]]",0.893382761,
"[[1], [2, 3, 4]]",0.894314455,
"[[1], [2, 3, 4]]",0.895064514,
"[[1], [2, 3, 4]]",0.89582315,
"[[1], [2, 3, 4]]",0.89661653,
"[[1], [2, 3, 4]]",0.897249148,
"[[1], [2, 3, 4]]",0.89790559,
"[[1], [2, 3, 4]]",0.898573552,
"[[1], [2, 3, 4]]",0.899035695,
"[[1], [2, 3, 4]]",0.8991525,
"[[1], [2, 3, 4]]",0.89919702,
"[[1], [2, 3, 4]]",0.899532518,
"[[1], [2, 3, 4]]",0.899823332,
"[[1], [2, 3, 4]]",0.900094418,
"[[1], [2, 3, 4]]",0.900314409,
"[[1], [2, 3, 4]]",0.90048249,
"[[1], [2, 3, 4]]",0.90063808,
"[[1], [2, 3, 4]]",0.900862293,
"[[1], [2, 3, 4]]",0.900770903,
"[[1], [2, 3, 4]]",0.900561836,
"[[1], [2, 3, 4]]",0.900340029,
"[[1], [2, 3, 4]]",0.900067356,
"[[1], [2, 3, 4]]",0.899671943,
"[[1], [2, 3, 4]]",0.899191151,
"[[1], [2, 3, 4]]",0.898522519,
"[[1], [2, 3, 4]]",0.897748773,
"[[1], [2, 3, 4]]",0.897010116,
"[[1], [2, 3, 4]]",0.896345358,
"[[1], [2, 3, 4]]",0.895231431,
"[[1, 4], [2, 3]]",0.926470264,
"[[1, 4], [2, 3]]",0.953490695,
"[[1, 4], [2, 3]]",0.954024405,
"[[2, 3], [1, 4]]",0.953380692,
"[[2, 3], [1, 4]]",0.952299106,
"[[1, 4], [2, 3]]",0.9516231,
"[[2], [1, 3, 4]]",0.950448369,
"[[2], [1, 3, 4]]",0.949522374,
"[[2], [1, 3, 4]]",0.948309116,
"[[2], [1, 3, 4]]",0.947599859,
"[[2], [1, 3, 4]]",0.946937785,
"[[2], [1, 3, 4]]",0.946209757,
"[[2], [1, 3, 4]]",0.944904742,
"[[2], [1, 3, 4]]",0.943345991,
"[[2], [1, 3, 4]]",0.942284273,
"[[2], [1, 3, 4]]",0.941308855,
"[[2], [1, 3, 4]]",0.940188149,
"[[2], [1, 3, 4]]",0.938975373,
"[[2], [1, 3, 4]]",0.937790319,
"[[2], [1, 3, 4]]",0.936610878,
"[[2], [1, 3, 4]]",0.935391178,
"[[2], [1, 3, 4]]",0.93428685,
"[[2], [1, 3, 4]]",0.933311617,
"[[2], [1, 3, 4]]",0.932610485,
"[[2], [1, 3, 4]]",0.932268382,
"[[2], [1, 3, 4]]",0.931828585,
"[[2], [1, 3, 4]]",0.931665142,
"[[2], [1, 3, 4]]",0.931498744,
"[[2], [1, 3, 4]]",0.931571742,
"[[2], [1, 3, 4]]",0.931894887,
"[[2], [1, 3, 4]]",0.931892254,
"[[2], [1, 3, 4]]",0.93196092,
"[[2], [1, 3, 4]]",0.932160248,
"[[2], [1, 3, 4]]",0.932290948,
"[[2], [1, 3, 4]]",0.932494908,
"[[2], [1, 3, 4]]",0.932739505,
"[[2], [1, 3, 4]]",0.93284563,
"[[2], [1, 3, 4]]",0.932997742,
"[[2], [1, 3, 4]]",0.93291145,
"[[2], [1, 3, 4]]",0.932811207,
"[[2], [1, 3, 4]]",0.932815736,
"[[2], [1, 3, 4]]",0.932766399,
"[[2], [1, 3, 4]]",0.932722843,
"[[2], [1, 3, 4]]",0.932712452,
"[[2], [1, 3, 4]]",0.932592249,
"[[2], [1, 3, 4]]",0.932315924,
"[[2], [1, 3, 4]]",0.932034465,
"[[2], [1, 3, 4]]",0.931713361,
"[[2], [1, 3, 4]]",0.931250598,
"[[2], [1, 3, 4]]",0.930993497,
"[[2], [1, 3, 4]]",0.930650155,
"[[2], [1, 3, 4]]",0.93023954,
"[[2], [1, 3, 4]]",0.92941728,
"[[2], [1, 3, 4]]",0.92852198,
"[[2], [1, 3, 4]]",0.928319047,
"[[2], [1, 3, 4]]",0.928013703,
"[[2], [1, 3, 4]]",0.928353425,
"[[2], [1, 3, 4]]",0.928498798,
"[[2], [1, 3, 4]]",0.928767892,
"[[2], [1, 3, 4]]",0.929132768,
"[[2], [1, 3, 4]]",0.930002522,
"[[2], [1, 3, 4]]",0.929702787,
"[[2], [1, 3, 4]]",0.928837151,
"[[2], [1, 3, 4]]",0.926776048,
"[[2], [1, 3, 4]]",0.924416037,
"[[2], [1, 3, 4]]",0.922237863,
"[[2], [1, 3, 4]]",0.919757582,
"[[2], [1, 3, 4]]",0.917167871,
"[[2], [1, 3, 4]]",0.915198833,
"[[2], [1, 3, 4]]",0.913173525,
"[[2], [1, 3, 4]]",0.911143101,
"[[2], [1, 3, 4]]",0.909416252,
"[[2], [1, 3, 4]]",0.907011163,
"[[2], [1, 3, 4]]",0.90417341,
"[[2], [1, 3, 4]]",0.901413145,
"[[2], [1, 3, 4]]",0.899348836,
"[[2], [1, 3, 4]]",0.897447699,
"[[2], [1, 3, 4]]",0.895699955,
"[[2], [1, 3, 4]]",0.894203298,
"[[2], [1, 3, 4]]",0.892687036,
"[[2], [1, 3, 4]]",0.891083484,
"[[2], [1, 3, 4]]",0.890154218,
"[[2], [1, 3, 4]]",0.889535964,
"[[2], [1, 3, 4]]",0.88908452,
"[[2], [1, 3, 4]]",0.888927084,
"[[2], [1, 3, 4]]",0.88854718,
"[[2], [1, 3, 4]]",0.88753287,
"[[2], [1, 3, 4]]",0.88721843,
"[[2], [1, 3, 4]]",0.887141118,
"[[2], [1, 3, 4]]",0.887317031,
"[[2], [1, 3, 4]]",0.887293741,
"[[2], [1, 3, 4]]",0.887090339,
"[[2], [1, 3, 4]]",0.886889173,
"[[2], [1, 3, 4]]",0.886480391,
"[[2], [1, 3, 4]]",0.886344012,
"[[2], [1, 3, 4]]",0.886222577,
"[[2], [1, 3, 4]]",0.8860812,
"[[2], [1, 3, 4]]",0.885929308,
"[[2], [1, 3, 4]]",0.885468432,
"[[2], [1, 3, 4]]",0.884345649,
"[[2], [1, 3, 4]]",0.883416982,
