price_t1,price_t2,price_t3,price_t4,price_t5,price_t6,price_t7,price_t8,price_t9,price_t10,price_t11,price_t12,price_t13,price_t14,price_t15,price_t16,price_t17,price_t18,price_t19,price_t20,price_t21,price_t22,price_t23,price_t24,price_t25,price_t26,price_t27,price_t28,price_t29,price_t30,price_t31,price_t32,price_t33,price_t34,price_t35,price_t36,price_t37,price_t38,price_t39,price_t40,price_t41,price_t42,price_t43,price_t44,price_t45,price_t46,price_t47,price_t48,emission_t1,emission_t2,emission_t3,emission_t4,emission_t5,emission_t6,emission_t7,emission_t8,emission_t9,emission_t10,emission_t11,emission_t12,emission_t13,emission_t14,emission_t15,emission_t16,emission_t17,emission_t18,emission_t19,emission_t20,emission_t21,emission_t22,emission_t23,emission_t24,emission_t25,emission_t26,emission_t27,emission_t28,emission_t29,emission_t30,emission_t31,emission_t32,emission_t33,emission_t34,emission_t35,emission_t36,emission_t37,emission_t38,emission_t39,emission_t40,emission_t41,emission_t42,emission_t43,emission_t44,emission_t45,emission_t46,emission_t47,emission_t48,price_min,price_max,price_mean,price_var,emission_min,emission_max,emission_mean,emission_var,price_emission_cov,label
0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.12201987006861714,0.11524944086904924,0.08497269006648712,0.07508329910082613,0.07508329910082613,0.057738828791820705,0.007607223819739224,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,0.015214447639478448,0.05751061207722853,0.07508329910082613,0.07508329910082613,0.12666027659865806,0.20265644255785292,0.16735892403426292,0.1529812710149558,0.1509273205836262,0.15138375401281054,0.1509273205836262,0.15366592115873232,0.15366592115873232,0.15412235458791668,0.15138375401281054,0.12673634883685547,0.15412235458791668,0.14643905852998007,0.12171558111582759,0.11760768025316841,0.50084,0.47784,0.46181,0.45062,0.4688,0.48011000000000004,0.50896,0.56065,0.59556,0.5956,0.59576,0.59601,0.59656,0.59603,0.59615,0.59524,0.5979500000000001,0.5992999999999999,0.60015,0.60054,0.5989099999999999,0.59409,0.58794,0.54439,0.50675,0.47268,0.44459,0.44012,0.44936000000000004,0.4579,0.49124,0.5521699999999999,0.59799,0.59681,0.5969800000000001,0.59492,0.594,0.5917899999999999,0.5909800000000001,0.59074,0.59176,0.5922200000000001,0.59323,0.59385,0.59299,0.5925,0.59384,0.54335,7.607223819739224e-5,0.20265644255785292,0.1046896633042737,0.002572434370007286,0.44012,0.60054,0.5554702083333334,0.0032198627212322696,0.0015133014544121736,1.0
0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.12201987006861714,0.11524944086904924,0.08497269006648712,0.07508329910082613,0.07508329910082613,0.057738828791820705,0.007607223819739224,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,0.015214447639478448,0.05751061207722853,0.07508329910082613,0.07508329910082613,0.12666027659865806,0.20265644255785292,0.16735892403426292,0.1529812710149558,0.1509273205836262,0.15138375401281054,0.1509273205836262,0.15366592115873232,0.15366592115873232,0.15412235458791668,0.15138375401281054,0.12673634883685547,0.15412235458791668,0.14643905852998007,0.12171558111582759,0.11760768025316841,0.11760768025316841,0.47784,0.46181,0.45062,0.4688,0.48011000000000004,0.50896,0.56065,0.59556,0.5956,0.59576,0.59601,0.59656,0.59603,0.59615,0.59524,0.5979500000000001,0.5992999999999999,0.60015,0.60054,0.5989099999999999,0.59409,0.58794,0.54439,0.50675,0.47268,0.44459,0.44012,0.44936000000000004,0.4579,0.49124,0.5521699999999999,0.59799,0.59681,0.5969800000000001,0.59492,0.594,0.5917899999999999,0.5909800000000001,0.59074,0.59176,0.5922200000000001,0.59323,0.59385,0.59299,0.5925,0.59384,0.54335,0.50875,7.607223819739224e-5,0.20265644255785292,0.1046896633042737,0.002572434370007286,0.44012,0.60054,0.555635,0.0032027779276595746,0.0015154755291795301,1.0
0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.12201987006861714,0.11524944086904924,0.08497269006648712,0.07508329910082613,0.07508329910082613,0.057738828791820705,0.007607223819739224,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,0.015214447639478448,0.05751061207722853,0.07508329910082613,0.07508329910082613,0.12666027659865806,0.20265644255785292,0.16735892403426292,0.1529812710149558,0.1509273205836262,0.15138375401281054,0.1509273205836262,0.15366592115873232,0.15366592115873232,0.15412235458791668,0.15138375401281054,0.12673634883685547,0.15412235458791668,0.14643905852998007,0.12171558111582759,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.46181,0.45062,0.4688,0.48011000000000004,0.50896,0.56065,0.59556,0.5956,0.59576,0.59601,0.59656,0.59603,0.59615,0.59524,0.5979500000000001,0.5992999999999999,0.60015,0.60054,0.5989099999999999,0.59409,0.58794,0.54439,0.50675,0.47268,0.44459,0.44012,0.44936000000000004,0.4579,0.49124,0.5521699999999999,0.59799,0.59681,0.5969800000000001,0.59492,0.594,0.5917899999999999,0.5909800000000001,0.59074,0.59176,0.5922200000000001,0.59323,0.59385,0.59299,0.5925,0.59384,0.54335,0.50875,0.48119999999999996,7.607223819739224e-5,0.20265644255785292,0.1046896633042737,0.002572434370007286,0.44012,0.60054,0.555705,0.00319189009787234,0.001516399029965664,1.0
0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.12201987006861714,0.11524944086904924,0.08497269006648712,0.07508329910082613,0.07508329910082613,0.057738828791820705,0.007607223819739224,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,0.015214447639478448,0.05751061207722853,0.07508329910082613,0.07508329910082613,0.12666027659865806,0.20265644255785292,0.16735892403426292,0.1529812710149558,0.1509273205836262,0.15138375401281054,0.1509273205836262,0.15366592115873232,0.15366592115873232,0.15412235458791668,0.15138375401281054,0.12673634883685547,0.15412235458791668,0.14643905852998007,0.12171558111582759,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.45062,0.4688,0.48011000000000004,0.50896,0.56065,0.59556,0.5956,0.59576,0.59601,0.59656,0.59603,0.59615,0.59524,0.5979500000000001,0.5992999999999999,0.60015,0.60054,0.5989099999999999,0.59409,0.58794,0.54439,0.50675,0.47268,0.44459,0.44012,0.44936000000000004,0.4579,0.49124,0.5521699999999999,0.59799,0.59681,0.5969800000000001,0.59492,0.594,0.5917899999999999,0.5909800000000001,0.59074,0.59176,0.5922200000000001,0.59323,0.59385,0.59299,0.5925,0.59384,0.54335,0.50875,0.48119999999999996,0.46017,7.607223819739224e-5,0.20265644255785292,0.1046896633042737,0.002572434370007286,0.44012,0.60054,0.5556708333333333,0.0031984988035460996,0.0015159482736295748,1.0
0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.12201987006861714,0.11524944086904924,0.08497269006648712,0.07508329910082613,0.07508329910082613,0.057738828791820705,0.007607223819739224,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,0.015214447639478448,0.05751061207722853,0.07508329910082613,0.07508329910082613,0.12666027659865806,0.20265644255785292,0.16735892403426292,0.1529812710149558,0.1509273205836262,0.15138375401281054,0.1509273205836262,0.15366592115873232,0.15366592115873232,0.15412235458791668,0.15138375401281054,0.12673634883685547,0.15412235458791668,0.14643905852998007,0.12171558111582759,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.4688,0.48011000000000004,0.50896,0.56065,0.59556,0.5956,0.59576,0.59601,0.59656,0.59603,0.59615,0.59524,0.5979500000000001,0.5992999999999999,0.60015,0.60054,0.5989099999999999,0.59409,0.58794,0.54439,0.50675,0.47268,0.44459,0.44012,0.44936000000000004,0.4579,0.49124,0.5521699999999999,0.59799,0.59681,0.5969800000000001,0.59492,0.594,0.5917899999999999,0.5909800000000001,0.59074,0.59176,0.5922200000000001,0.59323,0.59385,0.59299,0.5925,0.59384,0.54335,0.50875,0.48119999999999996,0.46017,0.44968,7.607223819739224e-5,0.20265644255785292,0.10468966330427372,0.002572434370007286,0.44012,0.60054,0.5556512500000002,0.003202719245212766,0.0015156899132905965,1.0
0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.12201987006861714,0.11524944086904924,0.08497269006648712,0.07508329910082613,0.07508329910082613,0.057738828791820705,0.007607223819739224,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,0.015214447639478448,0.05751061207722853,0.07508329910082613,0.07508329910082613,0.12666027659865806,0.20265644255785292,0.16735892403426292,0.1529812710149558,0.1509273205836262,0.15138375401281054,0.1509273205836262,0.15366592115873232,0.15366592115873232,0.15412235458791668,0.15138375401281054,0.12673634883685547,0.15412235458791668,0.14643905852998007,0.12171558111582759,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.48011000000000004,0.50896,0.56065,0.59556,0.5956,0.59576,0.59601,0.59656,0.59603,0.59615,0.59524,0.5979500000000001,0.5992999999999999,0.60015,0.60054,0.5989099999999999,0.59409,0.58794,0.54439,0.50675,0.47268,0.44459,0.44012,0.44936000000000004,0.4579,0.49124,0.5521699999999999,0.59799,0.59681,0.5969800000000001,0.59492,0.594,0.5917899999999999,0.5909800000000001,0.59074,0.59176,0.5922200000000001,0.59323,0.59385,0.59299,0.5925,0.59384,0.54335,0.50875,0.48119999999999996,0.46017,0.44968,0.47007,7.607223819739224e-5,0.20265644255785292,0.10468966330427372,0.002572434370007286,0.44012,0.60054,0.5556777083333334,0.003198059183998227,0.0015160389745996412,1.0
0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.12201987006861714,0.11524944086904924,0.08497269006648712,0.07508329910082613,0.07508329910082613,0.057738828791820705,0.007607223819739224,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,0.015214447639478448,0.05751061207722853,0.07508329910082613,0.07508329910082613,0.12666027659865806,0.20265644255785292,0.16735892403426292,0.1529812710149558,0.1509273205836262,0.15138375401281054,0.1509273205836262,0.15366592115873232,0.15366592115873232,0.15412235458791668,0.15138375401281054,0.12673634883685547,0.15412235458791668,0.14643905852998007,0.12171558111582759,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.1255191930256972,0.50896,0.56065,0.59556,0.5956,0.59576,0.59601,0.59656,0.59603,0.59615,0.59524,0.5979500000000001,0.5992999999999999,0.60015,0.60054,0.5989099999999999,0.59409,0.58794,0.54439,0.50675,0.47268,0.44459,0.44012,0.44936000000000004,0.4579,0.49124,0.5521699999999999,0.59799,0.59681,0.5969800000000001,0.59492,0.594,0.5917899999999999,0.5909800000000001,0.59074,0.59176,0.5922200000000001,0.59323,0.59385,0.59299,0.5925,0.59384,0.54335,0.50875,0.48119999999999996,0.46017,0.44968,0.47007,0.47411000000000003,7.607223819739224e-5,0.20265644255785292,0.10485448648703476,0.0025780873518329904,0.44012,0.60054,0.5555527083333333,0.00321810306697695,0.0015006806101549208,1.0
0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.12201987006861714,0.11524944086904924,0.08497269006648712,0.07508329910082613,0.07508329910082613,0.057738828791820705,0.007607223819739224,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,0.015214447639478448,0.05751061207722853,0.07508329910082613,0.07508329910082613,0.12666027659865806,0.20265644255785292,0.16735892403426292,0.1529812710149558,0.1509273205836262,0.15138375401281054,0.1509273205836262,0.15366592115873232,0.15366592115873232,0.15412235458791668,0.15138375401281054,0.12673634883685547,0.15412235458791668,0.14643905852998007,0.12171558111582759,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.1255191930256972,0.12901851598277725,0.56065,0.59556,0.5956,0.59576,0.59601,0.59656,0.59603,0.59615,0.59524,0.5979500000000001,0.5992999999999999,0.60015,0.60054,0.5989099999999999,0.59409,0.58794,0.54439,0.50675,0.47268,0.44459,0.44012,0.44936000000000004,0.4579,0.49124,0.5521699999999999,0.59799,0.59681,0.5969800000000001,0.59492,0.594,0.5917899999999999,0.5909800000000001,0.59074,0.59176,0.5922200000000001,0.59323,0.59385,0.59299,0.5925,0.59384,0.54335,0.50875,0.48119999999999996,0.46017,0.44968,0.47007,0.47411000000000003,0.50704,7.607223819739224e-5,0.20265644255785292,0.1050922122314016,0.002586992537382286,0.44012,0.60054,0.5555127083333332,0.0032219865903812053,0.0014883912432572207,1.0
0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.12201987006861714,0.11524944086904924,0.08497269006648712,0.07508329910082613,0.07508329910082613,0.057738828791820705,0.007607223819739224,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,0.015214447639478448,0.05751061207722853,0.07508329910082613,0.07508329910082613,0.12666027659865806,0.20265644255785292,0.16735892403426292,0.1529812710149558,0.1509273205836262,0.15138375401281054,0.1509273205836262,0.15366592115873232,0.15366592115873232,0.15412235458791668,0.15138375401281054,0.12673634883685547,0.15412235458791668,0.14643905852998007,0.12171558111582759,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.1255191930256972,0.12901851598277725,0.1263559876458685,0.59556,0.5956,0.59576,0.59601,0.59656,0.59603,0.59615,0.59524,0.5979500000000001,0.5992999999999999,0.60015,0.60054,0.5989099999999999,0.59409,0.58794,0.54439,0.50675,0.47268,0.44459,0.44012,0.44936000000000004,0.4579,0.49124,0.5521699999999999,0.59799,0.59681,0.5969800000000001,0.59492,0.594,0.5917899999999999,0.5909800000000001,0.59074,0.59176,0.5922200000000001,0.59323,0.59385,0.59299,0.5925,0.59384,0.54335,0.50875,0.48119999999999996,0.46017,0.44968,0.47007,0.47411000000000003,0.50704,0.56148,7.607223819739224e-5,0.20265644255785292,0.10527446863541617,0.0025932460856807208,0.44012,0.60054,0.5555300000000001,0.0032221823872340422,0.0014897197595858302,1.0
0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.12201987006861714,0.11524944086904924,0.08497269006648712,0.07508329910082613,0.07508329910082613,0.057738828791820705,0.007607223819739224,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,7.607223819739224e-5,0.015214447639478448,0.05751061207722853,0.07508329910082613,0.07508329910082613,0.12666027659865806,0.20265644255785292,0.16735892403426292,0.1529812710149558,0.1509273205836262,0.15138375401281054,0.1509273205836262,0.15366592115873232,0.15366592115873232,0.15412235458791668,0.15138375401281054,0.12673634883685547,0.15412235458791668,0.14643905852998007,0.12171558111582759,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.11760768025316841,0.1255191930256972,0.12901851598277725,0.1263559876458685,0.12894244374457983,0.5956,0.59576,0.59601,0.59656,0.59603,0.59615,0.59524,0.5979500000000001,0.5992999999999999,0.60015,0.60054,0.5989099999999999,0.59409,0.58794,0.54439,0.50675,0.47268,0.44459,0.44012,0.44936000000000004,0.4579,0.49124,0.5521699999999999,0.59799,0.59681,0.5969800000000001,0.59492,0.594,0.5917899999999999,0.5909800000000001,0.59074,0.59176,0.5922200000000001,0.59323,0.59385,0.59299,0.5925,0.59384,0.54335,0.50875,0.48119999999999996,0.46017,0.44968,0.47007,0.47411000000000003,0.50704,0.56148,0.5984299999999999,7.607223819739224e-5,0.20265644255785292,0.10551060954148728,0.0026018713694177156,0.44012,0.60054,0.5555897916666667,0.003227242759530141,0.0015008044393033635,1.0
